﻿icd_code,cn_title
F18251,"吸入剂依赖性与吸入剂诱发的幻觉精神病性障碍"
F18259,"吸入剂诱导的精神障碍的吸入剂依赖性，未指定"
F1827,"吸入剂诱导性痴呆的吸入剂依赖性"
F1828,"吸入物对其他吸入剂诱发疾病的依赖性"
F18280,"吸入剂诱导的焦虑障碍的吸入剂依赖性"
F18288,"吸入剂依赖性与其他吸入剂诱发的疾病"
F1829,"未指明的吸入剂诱发疾病的吸入剂依赖"
F189,"吸入剂使用，未指定"
F1890,"吸入剂使用，未指定，无并发症"
F1891,"吸入剂使用，未指定，缓解期"
F1892,"吸入剂使用，未明确说明的中毒"
F18920,"吸入剂使用，未明确说明的中毒，无并发症"
F18921,"吸入剂的使用，未指定伴有谵妄的中毒"
F18929,"吸入剂使用，未指定中毒，未指定"
F1894,"吸入剂的使用，未明确说明吸入剂诱发的心境障碍"
F1895,"吸入剂使用，未特指的吸入剂诱发的精神障碍"
F18950,"吸入剂使用，未特指特异的吸入剂诱发的伴有妄想的精神障碍"
F18951,"吸入剂的使用，未明确指出吸入剂诱发的幻觉精神病性障碍"
F18959,"吸入剂使用，未指定吸入剂诱发的精神障碍，未指定"
F1897,"吸入剂使用，未特指吸入剂诱发的持续性痴呆"
F1898,"吸入剂的使用，未明确说明其他吸入剂诱发的疾病"
F18980,"吸入剂的使用，未特指的吸入剂诱发的焦虑障碍"
F18988,"吸入剂的使用，未明确说明其他吸入剂诱发的疾病"
F1899,"吸入剂使用，未指定且未指定吸入剂诱发的疾病"
F19,"其他精神活性物质相关疾病"
F191,"其他精神活性物质滥用"
F1910,"其他精神活性物质滥用，无并发症"
F1911,"其他精神活性物质滥用，缓解期"
F1912,"其他精神活性物质滥用伴中毒"
F19120,"其他精神活性物质滥用伴中毒，无并发症"
F19121,"其他精神活性物质滥用伴中毒谵妄"
F19122,"其他精神活性物质滥用伴中毒伴知觉障碍"
F19129,"其他精神活性物质滥用伴中毒，未指明"
F1913,"其他精神活性物质滥用伴戒断"
F19130,"其他伴有戒断症状的精神活性物质滥用，无并发症"
F19131,"其他伴有戒断性谵妄的精神活性物质滥用"
F19132,"其他精神活性物质滥用伴戒断伴知觉障碍"
F19139,"其他戒断性精神活性物质滥用，未指明"
F1914,"其他精神活性物质滥用伴精神活性物质诱发的心境障碍"
F1915,"其他精神活性物质滥用与精神活性物质诱发的精神障碍"
F19150,"其他精神活性物质滥用与精神活性物质诱发的精神障碍伴妄想"
F19151,"其他精神活性物质滥用伴有精神活性物质诱发的精神障碍伴幻觉"
F19159,"其他精神活性物质滥用与精神活性物质诱发的精神障碍，未指明"
F1916,"其他精神活性物质滥用伴精神活性物质诱发的持续性遗忘障碍"
F1917,"其他精神活性物质滥用与精神活性物质诱导的持续性痴呆"
F1918,"其他精神活性物质滥用与其他精神活性物质诱发的疾病"
F19180,"其他精神活性物质滥用伴精神活性物质诱发的焦虑障碍"
F19181,"其他精神活性物质滥用伴精神活性物质诱发的性功能障碍"
F19182,"其他精神活性物质滥用伴精神活性物质诱发的睡眠障碍"
F19188,"其他精神活性物质滥用伴有其他精神活性物质诱发的疾病"
F1919,"其他精神活性物质滥用伴未指明的精神活性物质诱发的障碍"
F192,"其他精神活性物质依赖"
F1920,"其他精神活性物质依赖，无并发症"
F1921,"其他精神活性物质依赖，缓解期"
F1922,"中毒引起的其他精神活性物质依赖"
F19220,"其他精神活性物质依赖伴中毒，无并发症"
F19221,"其他精神活性物质依赖伴中毒谵妄"
F19222,"其他精神活性物质依赖伴中毒伴知觉障碍"
F19229,"中毒引起的其他精神活性物质依赖，未指明"
F1923,"其他精神活性物质依赖伴戒断"
F19230,"其他精神活性物质依赖伴戒断，无并发症"
F19231,"其他精神活性物质依赖伴戒断性谵妄"
F19232,"其他精神活性物质依赖伴戒断伴知觉障碍"
F19239,"戒断性的其他精神活性物质依赖，未指定"
F1924,"其他精神活性物质依赖性物质与精神活性物质诱发的心境障碍"
F1925,"其他精神活性物质依赖与精神活性物质诱发的精神障碍"
F19250,"其他精神活性物质依赖性物质与精神活性物质诱发的精神障碍伴妄想"
F19251,"其他精神活性物质依赖性物质与精神活性物质诱发的精神障碍伴幻觉"
F19259,"其他精神活性物质依赖性物质与精神活性物质诱发的精神障碍，未指明"
F1926,"其他精神活性物质依赖性与精神活性物质诱导的持续性遗忘障碍"
F1927,"其他精神活性物质依赖与精神活性物质诱导的持续性痴呆"
F1928,"其他精神活性物质对其他精神活性物质诱导的疾病的依赖"
F19280,"其他精神活性物质依赖与精神活性物质诱发的焦虑障碍"
F19281,"其他精神活性物质依赖与精神活性物质诱导的性功能障碍"
F19282,"其他精神活性物质依赖与精神活性物质诱导的睡眠障碍"
F19288,"其他精神活性物质依赖性与其他精神活性物质诱发的疾病"
F1929,"其他精神活性物质依赖与未指明的精神活性物质诱发的疾病"
F199,"其他精神活性物质使用，未指明"
F1990,"其他精神活性物质使用，未指明，无并发症"
F1991,"其他精神活性物质使用，未指明，缓解期"
F1992,"其他精神活性物质使用，未指明的中毒"
F19920,"其他精神活性物质使用，未分类的中毒，无并发症"
F19921,"其他精神活性物质使用，未特明的中毒伴谵妄"
F19922,"其他精神活性物质使用，未明确说明伴有知觉障碍中毒"
F19929,"其他精神活性物质使用，未指明中毒，未指明"
F1993,"其他精神活性物质使用，戒断未明确"
F19930,"其他精神活性物质使用，未指明且戒断，无并发症"
F19931,"其他精神活性物质使用，未特指的戒断性谵妄"
F19932,"其他精神活性物质使用，未指定伴戒断伴有知觉障碍"
F19939,"其他精神活性物质使用，未指定且停药，未指定"
F1994,"其他精神活性物质使用，未特指的精神活性物质诱发的情绪障碍"
F1995,"其他精神活性物质使用，未特指的精神活性物质诱发的精神障碍"
F19950,"其他精神活性物质使用，未明确说明精神活性物质诱发的伴有妄想的精神障碍"
F19951,"其他精神活性物质使用，未特指，精神活性物质诱发的精神障碍伴幻觉"
F19959,"其他精神活性物质使用，未指定精神活性物质诱发的精神障碍，未指定"
F1996,"其他精神活性物质使用，未特指，精神活性物质诱发的持续性遗忘障碍"
F1997,"其他精神活性物质使用，未特指的精神活性物质诱导的持续性痴呆"
F1998,"其他精神活性物质使用，未明确说明其他精神活性物质诱发的疾病"
F19980,"其他精神活性物质使用，未特指的精神活性物质诱发的焦虑障碍"
F19981,"其他精神活性物质使用，未特指的精神活性物质诱发的性功能障碍"
F19982,"其他精神活性物质使用，未特指的精神活性物质诱发的睡眠障碍"
F19988,"其他精神活性物质使用，未明确说明其他精神活性物质诱发的疾病"
F1999,"其他精神活性物质使用，未指定且未指定精神活性物质诱发的疾病"
F20,"精神分裂症"
F200,"偏执型精神分裂症"
F201,"紊乱的精神分裂症"
F202,"紧张性精神分裂症"
F203,"未分化精神分裂症"
F205,"残余精神分裂症"
F208,"其他精神分裂症"
F2081,"精神分裂症样疾病"
F2089,"其他精神分裂症"
F209,"精神分裂症，未指定"
F21,"分裂型障碍"
F22,"妄想症"
F23,"短暂的精神障碍"
F24,"共有精神病"
F25,"分裂情感性障碍"
F250,"分裂情感性障碍，双相情感型"
F251,"分裂情感性障碍，抑郁型"
F258,"其他分裂情感性障碍"
F259,"分裂情感性障碍，未指定"
F28,"不是由某种物质或已知的生理状况引起的其他精神障碍"
F29,"非物质或已知生理状况引起的未指明精神病"
F30,"躁狂发作"
F301,"无精神病症状的躁狂发作"
F3010,"无精神病症状的躁狂发作，未明确"
F3011,"无精神病症状的躁狂发作，轻度"
F3012,"无精神病症状的躁狂发作，中度"
F3013,"躁狂发作，严重，无精神病症状"
F302,"躁狂发作，严重伴有精神病症状"
F303,"部分缓解的躁狂发作"
F304,"躁狂发作完全缓解"
F308,"其他躁狂发作"
F309,"躁狂发作，未指定"
F31,"双相情感障碍"
F310,"双相情感障碍，当前发作的轻躁狂"
F311,"双相情感障碍，当前发作的躁狂，无精神病特征"
F3110,"双相情感障碍，当前发作的躁狂，无精神病特征，未明确"
F3111,"双相情感障碍，当前发作的躁狂，无精神病特征，轻度"
F3112,"双相情感障碍，当前发作的躁狂，无精神病特征，中度"
F3113,"双相情感障碍，当前发作的躁狂，无精神病特征，重度"
F312,"双相情感障碍，当前发作的躁狂重度伴精神病特征"
F313,"双相情感障碍，当前发作抑郁，轻度或中度严重程度"
F3130,"双相情感障碍，当前发作抑郁，轻度或中度严重程度，未指定"
F3131,"双相情感障碍，当前发作抑郁，轻度"
F3132,"双相情感障碍，当前发作抑郁，中度"
F314,"双相情感障碍，当前发作抑郁，严重，无精神病特征"
F315,"双相情感障碍，当前发作抑郁，严重，具有精神病特征"
F316,"双相情感障碍，当前发作混合"
F3160,"双相情感障碍，当前发作混合，未指定"
F3161,"双相情感障碍，当前发作混合，轻度"
F3162,"双相情感障碍，当前发作混合，中度"
F3163,"双相情感障碍，当前发作混合，严重，无精神病特征"
F3164,"双相情感障碍，当前发作混合，严重，具有精神病特征"
F317,"双相情感障碍，目前处于缓解期"
F3170,"双相情感障碍，目前处于缓解期，最近一次发作未明确"
F3171,"双相情感障碍，部分缓解，最近一次发作的轻躁狂"
F3172,"双相情感障碍，完全缓解，最近一次发作的轻躁狂"
F3173,"双相情感障碍，部分缓解，最近发作的躁狂"
F3174,"双相情感障碍，完全缓解，最近一次发作躁狂"
F3175,"双相情感障碍，部分缓解，最近一次发作抑郁"
F3176,"双相情感障碍，完全缓解，最近一次发作抑郁"
F3177,"双相情感障碍，部分缓解，最近一次发作混合"
F3178,"双相情感障碍，完全缓解，最近一次发作混合"
F318,"其他双相情感障碍"
F3181,"双相 II 型障碍"
F3189,"其他双相情感障碍"
F319,"双相情感障碍，未指定"
F32,"抑郁发作"
F320,"重性抑郁障碍，单次发作，轻度"
F321,"重性抑郁障碍，单次发作，中度"
F322,"重性抑郁障碍，单次发作，严重无精神病特征"
F323,"重性抑郁障碍，单次发作，严重伴有精神病特征"
F324,"重度抑郁症，单次发作，部分缓解"
F325,"重性抑郁障碍，单次发作，完全缓解"
F328,"其他抑郁发作"
F3281,"经前焦虑障碍"
F3289,"其他特定的抑郁发作"
F329,"重性抑郁障碍，单次发作，未指定"
F32A,"抑郁，未指明"
F33,"重性抑郁障碍，复发性"
F330,"重度抑郁症，复发性，轻度"
F331,"重度抑郁症，复发性，中度"
F332,"重性抑郁障碍，反复发作的严重性，无精神病特征"
F333,"重度抑郁症，复发性，严重伴有精神病症状"
F334,"重度抑郁症，复发性，缓解期"
F3340,"重度抑郁症，复发性，缓解期，未指定"
F3341,"重度抑郁症，复发性，部分缓解"
F3342,"重度抑郁症，复发性，完全缓解"
F338,"其他复发性抑郁障碍"
F339,"重度抑郁症，复发性，未指定"
F34,"持续性情绪 [情感] 障碍"
F340,"循环性心境障碍"
F341,"心境恶劣障碍"
F348,"其他持续性情绪 [情感] 障碍"
F3481,"破坏性心境失调障碍"
F3489,"其他特定的持续性心境障碍"
F349,"持续性情绪 [情感] 障碍，未指明"
F39,"未指明的心境 [情感] 障碍"
F40,"恐惧性焦虑障碍"
F400,"广场恐惧症"
F4000,"广场恐惧症，未指定"
F4001,"广场恐惧症伴惊恐障碍"
F4002,"无惊恐障碍的广场恐惧症"
F401,"社交恐惧症"
F4010,"社交恐惧症，未指明"
F4011,"社交恐惧症，广泛性"
F402,"特异性（孤立性）恐惧症"
F4021,"动物类型恐惧症"
F40210,"蜘蛛恐惧症"
F40218,"其他动物类型恐惧症"
F4022,"自然环境型恐惧症"
F40220,"害怕雷暴"
F40228,"其他自然环境类型 恐惧症"
F4023,"血液、注射、损伤型恐惧症"
F40230,"对血的恐惧"
F40231,"害怕注射和输血"
F40232,"害怕其他医疗护理"
F40233,"害怕受伤"
F4024,"情境型恐惧症"
F40240,"幽闭 恐惧 症"
F40241,"恐高症"
F40242,"对桥梁的恐惧"
F40243,"害怕飞行"
F40248,"其他情境型恐惧症"
F4029,"其他特定的恐惧症"
F40290,"男性恐惧症"
F40291,"男性恐惧症"
F40298,"其他特定的恐惧症"
F408,"其他恐惧性焦虑障碍"
F409,"恐惧性焦虑障碍，未指定"
F41,"其他焦虑障碍"
F410,"惊恐障碍 [发作性阵发性焦虑]"
F411,"广泛性焦虑障碍"
F413,"其他混合性焦虑障碍"
F418,"其他特定的焦虑障碍"
F419,"焦虑障碍，未指定"
F42,"强迫症"
F422,"混合的强迫观念和行为"
F423,"囤积障碍"
F424,"表皮脱落（皮肤搔抓）障碍"
F428,"其他强迫症"
F429,"强迫症，未指定"
F43,"对严重压力的反应和适应障碍"
F430,"急性应激反应"
F431,"创伤后应激障碍 （PTSD）"
F4310,"创伤后应激障碍，未指定"
F4311,"创伤后应激障碍，急性"
F4312,"创伤后应激障碍，慢性"
F432,"适应障碍"
F4320,"适应障碍，未指定"
F4321,"伴有抑郁情绪的适应障碍"
F4322,"焦虑适应障碍"
F4323,"伴有混合焦虑和抑郁情绪的适应障碍"
F4324,"伴行为障碍的适应障碍"
F4325,"伴有情绪和行为混合障碍的适应障碍"
F4329,"伴有其他症状的适应障碍"
F438,"对严重压力的其他反应"
F4381,"长期哀伤障碍"
F4389,"对严重压力的其他反应"
F439,"对严重应激的反应，未指定"
F44,"分离性和转换障碍"
F440,"分离性遗忘症"
F441,"分离性神游症"
F442,"分离性昏睡"
F444,"伴有运动症状或缺陷的转换障碍"
F445,"伴有癫痫发作或抽搐的转换障碍"
F446,"伴有感觉症状或缺陷的转换障碍"
F447,"伴有混合症状表现的转换障碍"
F448,"其他分离性和转换障碍"
F4481,"分离性身份识别障碍"
F4489,"其他分离性和转换障碍"
F449,"分离性和转换障碍，未指定"
F45,"躯体形式障碍"
F450,"躯体化障碍"
F451,"未分化躯体形式障碍"
F452,"疑病症"
F4520,"疑病症，未指定"
F4521,"疑病症"
F4522,"躯体变形障碍"
F4529,"其他疑病症"
F454,"与心理因素相关的疼痛障碍"
F4541,"仅与心理因素相关的疼痛障碍"
F4542,"伴有相关心理因素的疼痛障碍"
F458,"其他躯体形式障碍"
F459,"躯体形式障碍，未指定"
F48,"其他非精神病性精神障碍"
F481,"人格解体-现实解体综合征"
F482,"假性延髓影响"
F488,"其他特定的非精神病性精神障碍"
F489,"非精神病性精神障碍，未指定"
F50,"进食障碍"
F500,"神经性厌食"
F5000,"神经性厌食症，未指定"
F5001,"神经性厌食症，限制型"
F5002,"神经性厌食症，暴饮暴食/催吐型"
F502,"神经贪食症"
F508,"其他饮食失调"
F5081,"暴食症"
F5082,"回避/限制性摄食障碍"
F5089,"其他特定的进食障碍"
F509,"进食障碍，未指定"
F51,"非物质或已知生理状况引起的睡眠障碍"
F510,"非物质或已知生理状况引起的失眠"
F5101,"原发性失眠"
F5102,"调整失眠"
F5103,"反常性失眠"
F5104,"心理生理性失眠"
F5105,"其他精神障碍引起的失眠"
F5109,"非物质或已知生理状况引起的其他失眠"
F511,"非物质或已知生理状况引起的嗜睡症"
F5111,"原发性嗜睡症"
F5112,"睡眠不足综合征"
F5113,"其他精神障碍引起的嗜睡"
F5119,"其他非物质或已知生理状况引起的嗜睡症"
F513,"梦游 [梦游症]"
F514,"睡惊症 [night thour]"
F515,"梦魇障碍"
F518,"不是由某种物质或已知的生理状况引起的其他睡眠障碍"
F519,"非物质或已知生理状况引起的睡眠障碍，未指定"
F52,"非物质或已知生理状况引起的性功能障碍"
F520,"减退症"
F521,"性厌恶障碍"
F522,"性唤起障碍"
F5221,"男性勃起障碍"
F5222,"女性性唤起障碍"
F523,"性高潮障碍"
F5231,"女性性高潮障碍"
F5232,"男性性高潮障碍"
F524,"早泄"
F525,"阴道痉挛不是由某种物质或已知的生理状况引起的"
F526,"非物质或已知生理状况引起的痛"
F528,"不是由某种物质或已知的生理状况引起的其他性功能障碍"
F529,"非物质或已知生理状况引起的未指明性功能障碍"
F53,"与产褥期相关的精神和行为障碍，未在其他地方分类"
F530,"产后抑郁症"
F531,"产褥期精神病"
F54,"与疾病相关的心理和行为因素"
F55,"滥用非精神活性物质"
F550,"滥用抗酸剂"
F551,"滥用草药或民间疗法"
F552,"滥用泻药"
F553,"滥用类固醇或激素"
F554,"滥用维生素"
F558,"滥用其他非精神活性物质"
F59,"与生理紊乱和物理因素相关的未明确行为综合征"
F60,"特定人格障碍"
F600,"偏执型人格障碍"
F601,"分裂样人格障碍"
F602,"反社会型人格障碍"
F603,"边缘型人格障碍"
F604,"表演型人格障碍"
F605,"强迫型人格障碍"
F606,"回避型人格障碍"
F607,"依赖型人格障碍"
F608,"其他特定人格障碍"
F6081,"自恋型人格障碍"
F6089,"其他特定人格障碍"
F609,"人格障碍，未指定"
F63,"冲动障碍"
F630,"病态赌博"
F631,"放火狂"
F632,"盗窃癖"
F633,"拔毛癖"
F638,"其他冲动障碍"
F6381,"间歇性狂暴症"
F6389,"其他冲动障碍"
F639,"冲动障碍，未指定"
F64,"性别认同障碍"
F640,"易性癖"
F641,"双重角色异装癖"
F642,"童年性别认同障碍"
F648,"其他性别认同障碍"
F649,"性别认同障碍，未指明"
F65,"性"
F650,"拜物教"
F651,"异装拜物教"
F652,"裸露癖"
F653,"窥淫癖"
F654,"恋童癖"
F655,"施虐受虐狂"
F6550,"施虐受虐狂，未指定"
F6551,"性受虐狂"
F6552,"性"
F658,"其他性"
F6581,"Frotteurism （弗洛特主义）"
F6589,"其他性"
F659,"性，未指定"
F66,"其他性功能障碍"
F68,"成人人格和行为的其他障碍"
F681,"强加于自我的做作性障碍"
F6810,"强加于自我的做作性障碍，未指明"
F6811,"强加于自我的做作性障碍，主要表现为心理体征和症状"
F6812,"强加于自我的做作性障碍，以躯体体征和症状为主"
F6813,"强加于自我的做作性障碍，伴有心理和身体的体征和症状"
F688,"其他特定的成人人格和行为障碍"
F68A,"施加于他人的做作性混乱"
F69,"未指明的成人人格和行为障碍"
F70,"轻度智障"
F71,"中度智障"
F72,"严重智障"
F73,"极度智力障碍"
F78,"其他智力障碍"
F78A,"其他与遗传相关的智力障碍"
F78A1,"SYNGAP1 相关智力障碍"
F78A9,"其他与遗传相关的智力障碍"
F79,"未指明的智力障碍"
F80,"特定的言语和语言发育障碍"
F800,"语音障碍"
F801,"表达性语言障碍"
F802,"混合性接受-表达性语言障碍"
F804,"听力损失导致的言语和语言发育迟缓"
F808,"其他言语和语言发育障碍"
F8081,"儿童期发作的流利性障碍"
F8082,"社交语用型沟通障碍"
F8089,"其他言语和语言发育障碍"
F809,"言语和语言发育障碍，未指定"
F81,"特定学术技能发育障碍"
F810,"特异性阅读障碍"
F812,"数学障碍"
F818,"其他学术技能发育障碍"
F8181,"书面表达障碍"
F8189,"其他学术技能发育障碍"
F819,"学术技能发育障碍，未指定"
F82,"运动功能的特定发育障碍"
F84,"广泛性发育障碍"
F840,"自闭症"
F842,"雷特综合征"
F843,"其他儿童崩解性障碍"
F845,"阿斯伯格综合症"
F848,"其他普遍性发育障碍"
F849,"广泛性发育障碍，未明确"
F88,"其他心理发育障碍"
F89,"未指明的心理发育障碍"
F90,"注意缺陷多动障碍"
F900,"注意缺陷多动障碍，主要是注意力不集中型"
F901,"注意缺陷多动障碍，主要是多动型"
F902,"注意缺陷多动障碍，混合型"
F908,"注意缺陷多动障碍，其他类型"
F909,"注意缺陷多动障碍，未指定类型"
F91,"品行障碍"
F910,"仅限于家庭环境的品行障碍"
F911,"品行障碍，儿童期发病型"
F912,"品行障碍，青少年型"
F913,"对立违抗性障碍"
F918,"其他品行障碍"
F919,"品行障碍，未指定"
F93,"儿童期特异性发作的情绪障碍"
F930,"儿童分离焦虑症"
F938,"其他儿童期情绪障碍"
F939,"儿童期情绪障碍，未指定"
F94,"儿童期和青少年期特异性发作的社会功能障碍"
F940,"选择性缄默症"
F941,"儿童反应性依恋障碍"
F942,"儿童期去抑制型依恋障碍"
F948,"其他儿童社会功能障碍"
F949,"儿童期社会功能障碍，未指明"
F95,"抽动障碍"
F950,"短暂性抽动障碍"
F951,"慢性运动或发声抽动障碍"
F952,"抽动秽语障碍"
F958,"其他抽动障碍"
F959,"抽动障碍，未指定"
F98,"其他行为和情绪障碍通常发生在儿童和青少年时期"
F980,"遗尿症不是由某种物质或已知的生理状况引起的"
F981,"大便失禁不是由某种物质或已知的生理状况引起的"
F982,"婴儿和儿童期的其他喂养障碍"
F9821,"婴儿反刍障碍"
F9829,"婴儿和幼儿期的其他喂养障碍"
F983,"婴儿期和童年的异食癖"
F984,"刻板印象中的运动障碍"
F985,"成人发作的流畅性障碍"
F988,"其他特定的行为和情绪障碍，通常发生在儿童和青少年时期"
F989,"未明确的行为和情绪障碍，通常发生在儿童和青少年时期"
F99,"精神障碍，未另行说明"
G00,"细菌性脑膜炎，未分类"
G000,"嗜血杆菌脑膜炎"
G001,"肺炎球菌性脑膜炎"
G002,"链球菌性脑膜炎"
G003,"葡萄球菌性脑膜炎"
G008,"其他细菌性脑膜炎"
G009,"细菌性脑膜炎，未指定"
G01,"其他分类的细菌性疾病中的脑膜炎"
G02,"其他其他分类的感染性疾病和寄生虫病中的脑膜炎"
G03,"其他和未明确原因引起的脑膜炎"
G030,"非化脓性脑膜炎"
G031,"慢性脑膜炎"
G032,"良性复发性脑膜炎 [Mollaret]"
G038,"其他特定原因引起的脑膜炎"
G039,"脑膜炎，未指定"
G04,"脑炎、脊髓炎和脑脊髓炎"
G040,"急性播散性脑炎和脑脊髓炎 （ADEM）"
G0400,"急性播散性脑炎和脑脊髓炎，未明确"
G0401,"感染后急性播散性脑炎和脑脊髓炎 （感染后 ADEM）"
G0402,"免疫接种后急性播散性脑炎、脊髓炎和脑脊髓炎"
G041,"热带痉挛性截瘫"
G042,"细菌性脑膜脑炎和脑膜脊髓炎，未在其他地方分类"
G043,"急性坏死性出血性脑病"
G0430,"急性坏死性出血性脑病，未明确"
G0431,"感染后急性坏死性出血性脑病"
G0432,"免疫接种后急性坏死性出血性脑病"
G0439,"其他急性坏死性出血性脑病"
G048,"其他脑炎、脊髓炎和脑脊髓炎"
G0481,"其他脑炎和脑脊髓炎"
G0482,"急性弛缓性脊髓炎"
G0489,"其他脊髓炎"
G049,"脑炎、脊髓炎和脑脊髓炎，未指定"
G0490,"脑炎和脑脊髓炎，未明确"
G0491,"脊髓炎，未指定"
G05,"脑炎、脊髓炎和脑脊髓炎在别处分类的疾病"
G053,"脑炎和脑脊髓炎在别处分类的疾病"
G054,"其他分类疾病中的脊髓炎"
G06,"颅内和椎管内脓肿和肉芽肿"
G060,"颅内脓肿和肉芽肿"
G061,"椎管内脓肿和肉芽肿"
G062,"硬膜外和硬膜下脓肿，未指定"
G07,"颅内和椎管内脓肿和肉芽肿见于其他分类疾病"
G08,"颅内和椎管内静脉炎和血栓性静脉炎"
G09,"中枢神经系统炎症性疾病的后遗症"
G10,"亨廷顿病"
G11,"遗传性共济失调"
G110,"先天性非进行性共济失调"
G111,"早发性小脑性共济失调"
G1110,"早发性小脑性共济失调，未明确"
G1111,"Friedreich 共济失调"
G1119,"其他早发性小脑性共济失调"
G112,"迟发性小脑性共济失调"
G113,"DNA 修复缺陷的小脑性共济失调"
G114,"遗传性痉挛性截瘫"
G118,"其他遗传性共济失调"
G119,"遗传性共济失调，未明确"
G12,"脊髓性肌萎缩症和相关综合征"
G120,"婴儿脊髓性肌萎缩症，I 型 [Werdnig-Hoffman]"
G121,"其他遗传性脊髓性肌萎缩症"
G122,"运动神经元疾病"
G1220,"运动神经元病，未指定"
G1221,"肌萎缩侧索硬化症"
G1222,"进行性延髓麻痹"
G1223,"原发性侧索硬化症"
G1224,"家族性运动神经元病"
G1225,"进行性脊髓肌萎缩"
G1229,"其他运动神经元疾病"
G128,"其他脊髓性肌萎缩症和相关综合征"
G129,"脊髓性肌萎缩症，未指定"
G13,"主要影响其他分类疾病中枢神经系统的系统性萎缩"
G130,"副肿瘤性神经肌病和神经病"
G131,"肿瘤性疾病中主要影响中枢神经系统的其他系统性萎缩"
G132,"黏液性水肿主要影响中枢神经系统的系统性萎缩"
G138,"系统性萎缩主要影响其他分类的疾病中的中枢神经系统"
G14,"脊髓灰质炎后综合征"
G20,"帕金森病"
G21,"继发性帕金森综合征"
G210,"恶性抗精神病药综合征"
G211,"其他药物诱发的继发性帕金森综合征"
G2111,"神经阻滞剂诱导的帕金森病"
G2119,"其他药物诱导的继发性帕金森病"
G212,"其他外部因素引起的继发性帕金森病"
G213,"脑炎后帕金森综合征"
G214,"血管性帕金森综合征"
G218,"其他继发性帕金森病"
G219,"继发性帕金森综合征，未指定"
G23,"基底节的其他退行性疾病"
G230,"Hallervorden-Spatz 病"
G231,"进行性核上性眼肌麻痹 [Steele-Richardson-Olszewski]"
G232,"纹状体下质变性"
G238,"其他特定的基底节退行性疾病"
G239,"基底神经节退行性疾病，未指定"
G24,"肌 张力 障碍"
G240,"药物诱发的肌张力障碍"
G2401,"药物诱导的亚急性运动障碍"
G2402,"药物诱发的急性肌张力障碍"
G2409,"其他药物引起的肌张力障碍"
G241,"遗传性扭转性肌张力障碍"
G242,"特发性非家族性肌张力障碍"
G243,"痉挛性斜颈"
G244,"特发性口面部肌张力障碍"
G245,"眼睑"
G248,"其他肌张力障碍"
G249,"肌张力障碍，未指定"
G25,"其他锥体外系和运动障碍"
G250,"特发性震颤"
G251,"药物诱发的震颤"
G252,"其他特定形式的震颤"
G253,"肌阵挛"
G254,"药物诱发的舞蹈病"
G255,"其他舞蹈病"
G256,"药物诱发的抽搐和其他器质来源的抽搐"
G2561,"药物诱发的抽搐"
G2569,"其他有机来源的抽搐"
G257,"其他和未指明的药物诱发的运动障碍"
G2570,"药物诱发的运动障碍，未指定"
G2571,"药物诱发的静坐不能"
G2579,"其他药物性运动障碍"
G258,"其他特定的锥体外系和运动障碍"
G2581,"不宁腿综合征"
G2582,"僵男综合症"
G2583,"良性战栗发作"
G2589,"其他特定的锥体外系和运动障碍"
G259,"锥体外系和运动障碍，未指定"
G26,"其他分类疾病中的锥体外系和运动障碍"
G30,"阿尔茨海默病"
G300,"早发性阿尔茨海默病"
G301,"晚发性阿尔茨海默病"
G308,"其他阿尔茨海默病"
G309,"阿尔茨海默病，未指定"
G31,"其他神经系统退行性疾病，未分类"
G310,"额颞叶痴呆"
G3101,"皮克病"
G3109,"其他额颞神经认知障碍"
G311,"大脑老年性变性，未分类"
G312,"酒精引起的神经系统退化"
G318,"其他特定的神经系统退行性疾病"
G3181,"Alpers 病"
G3182,"Leigh 病"
G3183,"路易体神经认知障碍"
G3184,"病因不明或不明的轻度认知障碍"
G3185,"皮质基底节变性"
G3189,"其他特定的神经系统退行性疾病"
G319,"神经系统退行性疾病，未指定"
G32,"其他分类疾病中的神经系统退行性疾病"
G320,"在别处分类的疾病中脊髓的亚急性联合变性"
G328,"其他分类疾病中其他特定的神经系统退行性疾病"
G3281,"小脑性共济失调在别处分类的疾病"
G3289,"其他分类疾病中其他特定的神经系统退行性疾病"
G35,"多发性硬化症"
G36,"其他急性播散性脱髓鞘"
G360,"视神经脊髓炎 [Devic]"
G361,"急性和亚急性出血性白质脑炎 [Hurst]"
G368,"其他特定的急性播散性脱髓鞘"
G369,"急性播散性脱髓鞘，未明确"
G37,"其他中枢神经系统脱髓鞘疾病"
G370,"中枢神经系统弥漫性硬化症"
G371,"胼胝体中央脱髓鞘"
G372,"脑桥中央髓鞘溶解症"
G373,"中枢神经系统脱髓鞘疾病的急性横贯性脊髓炎"
G374,"中枢神经系统亚急性坏死性脊髓炎"
G375,"中枢神经系统向心性硬化症 [Balo]"
G378,"其他特定的中枢神经系统脱髓鞘疾病"
G379,"中枢神经系统脱髓鞘疾病，未指定"
G40,"癫痫和反复发作"
G400,"局部相关（局灶性）（部分）特发性癫痫和癫痫综合征伴局部发作"
G4000,"局部相关（局灶性）（部分）特发性癫痫和癫痫综合征，伴有局部发作的癫痫发作，非顽固性"
